2022-11-02 14:46:26,290 [INFO   ] Found DB at /Users/ecortez/Work/aepsych-fork/examples/aepsych_visualizer/voila/notebooks/databases/test_single_exp_two_strats.db, appending!
2022-11-02 14:46:26,447 [INFO   ] Received msg [ask]
2022-11-02 14:46:26,447 [INFO   ] Received msg [tell]
2022-11-02 14:46:26,449 [INFO   ] Received msg [ask]
2022-11-02 14:46:26,450 [INFO   ] Received msg [tell]
2022-11-02 14:46:26,451 [INFO   ] Received msg [ask]
2022-11-02 14:46:26,452 [INFO   ] Received msg [tell]
2022-11-02 14:46:26,453 [INFO   ] Recording strat because the experiment is complete.
2022-11-02 14:46:26,469 [INFO   ] Received msg [query]
2022-11-02 14:46:26,471 [INFO   ] Starting fitting (no warm start)...
2022-11-02 14:46:26,474 [INFO   ] Starting fit...
2022-11-02 14:46:27,736 [INFO   ] Fit done, time=1.261955976486206
2022-11-02 14:46:27,737 [INFO   ] Fitting done, took 1.2659881114959717
2022-11-02 14:46:27,737 [INFO   ] Starting gen...
2022-11-02 14:46:28,110 [INFO   ] Gen done, time=0.371793270111084
2022-11-02 14:46:28,117 [INFO   ] Received msg [ask]
2022-11-02 14:46:29,636 [INFO   ] Starting fit...
2022-11-02 14:46:30,701 [INFO   ] Fit done, time=1.064802885055542
2022-11-02 14:46:58,382 [INFO   ] Starting gen...
2022-11-02 14:46:58,843 [INFO   ] Gen done, time=0.45943403244018555
2022-11-02 14:46:58,846 [INFO   ] Received msg [ask]
2022-11-02 14:46:59,642 [INFO   ] Received msg [tell]
2022-11-02 14:46:59,651 [INFO   ] Recording strat because the experiment is complete.
2022-11-02 14:47:04,679 [INFO   ] Starting fitting (warm start)...
2022-11-02 14:47:04,684 [INFO   ] Starting fit...
2022-11-02 14:47:05,173 [INFO   ] Fit done, time=0.4870262145996094
2022-11-02 14:47:05,173 [INFO   ] Fitting done, took 0.4941139221191406
2022-11-02 14:47:05,174 [INFO   ] Starting gen...
2022-11-02 14:47:05,624 [INFO   ] Gen done, time=0.4493539333343506
2022-11-02 14:47:05,627 [INFO   ] Received msg [ask]
2022-11-02 14:47:06,274 [INFO   ] Received msg [tell]
2022-11-02 14:47:06,286 [INFO   ] Recording strat because the experiment is complete.
